,foxWolframR1,foxWolframR2,foxWolframR3,foxWolframR4,harmonicMomentThrust0,harmonicMomentThrust1,harmonicMomentThrust2,harmonicMomentThrust3,harmonicMomentThrust4,cleoConeThrust0,cleoConeThrust1,cleoConeThrust2,cleoConeThrust3,cleoConeThrust4,cleoConeThrust5,cleoConeThrust6,cleoConeThrust7,cleoConeThrust8,sphericity,aplanarity,thrust,thrustAxisCosTheta,sample,label,isBB
2904,0.007402495481073856,0.3734923005104065,0.17675112187862396,0.1522093117237091,0.6837016344070435,-0.03390958160161972,0.40878555178642273,-0.21594834327697754,0.22899116575717926,0.46979260444641113,3.218449115753174,0.42162656784057617,1.3276805877685547,0.0,1.2062987089157104,0.5894132256507874,0.0,0.0,0.22827154397964478,0.03314291685819626,0.8329746127128601,0.7582354792704403,mixed,bbbar,1
571,0.0038826994132250547,0.40257906913757324,0.0170888751745224,0.0806381106376648,0.8153599500656128,-0.04170187935233116,0.5153869986534119,0.04106137156486511,0.21354159712791443,0.0,3.463534355163574,2.533252716064453,1.1981379985809326,0.7026754021644592,0.11063788831233978,0.1279393434524536,0.2868939936161041,0.20307596027851105,0.23797036707401276,0.0827992781996727,0.8481310606002808,0.19595709536287217,ccbar,ccbar,0
3407,0.02152314968407154,0.07737308740615845,0.11308854818344116,0.0999012216925621,0.8291034698486328,-0.0347176231443882,0.21615642309188843,-0.08384943753480911,-0.08821951597929001,0.0,0.0,1.1002249717712402,4.308948516845703,0.11235660314559937,1.257516622543335,0.8737732768058777,0.8199119567871094,0.2988162338733673,0.5484273880720139,0.14574121311306953,0.676936686038971,-0.04556138459020391,charged,bbbar,1
399,0.01660645566880703,0.17281828820705414,0.04997268319129944,0.06860566139221191,0.8516249656677246,0.10719466209411621,0.31291866302490234,0.12999387085437775,0.16427147388458252,1.4144521951675415,1.414561152458191,0.7370932698249817,0.8184934258460999,1.1518803834915161,1.55453622341156,0.48884981870651245,1.1083766222000122,0.32157260179519653,0.47130730748176575,0.09936754032969475,0.7100836038589478,0.3066177355606626,uubar,qqbar,0
382,0.024282438680529594,0.4818774163722992,0.1169092208147049,0.2862011194229126,0.8972277641296387,-0.087766133248806,0.6164098381996155,-0.0276397243142128,0.4555738866329193,0.28766530752182007,5.064590930938721,2.6356539726257324,0.2098991572856903,0.1226433664560318,0.0,0.13984251022338867,0.2922915518283844,0.7396861910820007,0.1762382537126541,0.026560166850686073,0.8506126999855042,0.4044937077515211,ccbar,ccbar,0
4508,0.0398225374519825,0.5540375113487244,0.026566032320261,0.5313397645950317,0.5835860371589661,0.09718417376279831,0.43114539980888367,0.012729078531265259,0.4078538417816162,4.8312602043151855,0.0,0.0,0.0,0.06147008761763573,0.868765652179718,0.23693637549877167,0.09303474426269531,0.0826152116060257,0.04686982836574316,0.010884096147492528,0.8801977038383484,0.0005192013530950863,charged,bbbar,1
518,0.003511316841468215,0.2733808755874634,0.052095890045166016,0.07433239370584488,0.9194902181625366,0.013548334129154682,0.47882363200187683,0.03367137163877487,0.1272314041852951,0.2595227360725403,0.972729504108429,4.129302024841309,1.1203750371932983,2.0907533168792725,0.20672231912612915,0.14225134253501892,0.402780681848526,0.40336307883262634,0.3463364392518997,0.10867496207356453,0.7973201870918274,-0.411403979428045,ccbar,ccbar,0
341,0.001341561321169138,0.3210323750972748,0.029083337634801865,0.2117612361907959,0.8458863496780396,0.015916693955659866,0.44429194927215576,-0.01979362778365612,0.16996903717517853,1.0158765316009521,2.460529327392578,0.6581644415855408,2.471364974975586,0.3671419024467468,0.8849044442176819,0.93143230676651,0.1001775711774826,0.05951236933469772,0.2732704058289528,0.03222738392651081,0.8002128601074219,-0.2593448991190632,uubar,qqbar,0
295,0.00801823753863573,0.5015155673027039,0.062290363013744354,0.1805521845817566,0.9484243392944336,-0.045184675604104996,0.6601381897926331,-0.20408762991428375,0.2678157389163971,0.0,4.462100028991699,1.5048003196716309,3.0782101154327393,0.8658725023269653,0.0,0.12292657047510147,0.0,0.0,0.21935462951660156,0.017469987273216248,0.8873742818832397,-0.3220822279979213,uubar,qqbar,0
4790,0.0032627079635858536,0.29112255573272705,0.0653025433421135,0.22298721969127655,0.9174723625183105,-0.016695694997906685,0.4772765040397644,-0.09304928779602051,0.2845485210418701,0.0,3.3006246089935303,3.050330400466919,0.8578982949256897,0.06136968359351158,0.7086129784584045,0.5052679181098938,1.1024926900863647,0.11985578387975693,0.24470295757055283,0.06598328612744808,0.7833853363990784,0.5492649328750232,mixed,bbbar,1
4672,0.129034161567688,0.1495780646800995,0.16220010817050934,0.17751842737197876,0.5852205753326416,0.18726210296154022,0.21218371391296387,0.21025781333446503,0.1660546511411667,0.0,2.579554319381714,0.3753962516784668,0.12594598531723022,0.666300356388092,0.10269645601511002,1.644347071647644,0.21803458034992218,0.47909995913505554,0.3096041902899742,0.09352351538836956,0.6950486302375793,0.08917985175963856,mixed,bbbar,1
523,0.028145525604486465,0.19149264693260193,0.08516383916139603,0.13708066940307617,0.7469159364700317,0.11661119014024734,0.3164779245853424,0.1199776902794838,0.14827890694141388,1.7048451900482178,1.3141887187957764,0.21778400242328644,1.7401208877563477,0.2660941779613495,0.8405896425247192,1.1175739765167236,0.6037490367889404,0.09709431976079941,0.3562920168042183,0.10918781161308289,0.742954671382904,0.7681218614454686,ccbar,ccbar,0
405,0.01474608201533556,0.2389460653066635,0.06427744776010513,0.3535504937171936,0.7694934606552124,-0.019116980955004692,0.3647231459617615,0.11084553599357605,0.4198351204395294,3.252007484436035,1.3401477336883545,0.9041618704795837,0.0,0.06662795692682266,0.0,0.0,1.9129915237426758,0.66496342420578,0.2733878195285797,0.0830136314034462,0.7232604026794434,0.6207137727081979,ssbar,qqbar,0
2879,0.003844035090878606,0.18064559996128082,0.04133317247033119,0.163377046585083,1.083703875541687,-0.06622722744941711,0.37551990151405334,0.11867602914571762,0.20004050433635712,1.2497423887252808,0.9410135746002197,3.3176913261413574,0.9946267604827881,0.6093712449073792,0.5540109276771545,2.3937623500823975,0.995718777179718,0.4091700613498688,0.5947214215993881,0.07314858958125114,0.6959724426269531,0.6834945896621767,charged,bbbar,1
3026,0.0032492862083017826,0.21151775121688843,0.0676727369427681,0.13932333886623383,0.937267541885376,0.014400291256606579,0.4232228100299835,0.17666393518447876,0.18447011709213257,0.0,2.549896001815796,2.9814529418945312,1.4165549278259277,0.3199877440929413,0.16865748167037964,1.620751976966858,0.07979706674814224,0.7787781953811646,0.3990790396928787,0.09487099573016167,0.7513148784637451,-0.3114325626753304,charged,bbbar,1
3214,0.035672493278980255,0.21002477407455444,0.06493373215198517,0.13145144283771515,0.8262851238250732,-0.1521236151456833,0.3675936758518219,-0.14220170676708221,0.24446168541908264,1.872917890548706,1.9996401071548462,0.4333188235759735,0.6635724902153015,0.18293337523937225,2.0344085693359375,0.4884471595287323,0.6049246788024902,0.4615679085254669,0.4039320945739746,0.13736065104603767,0.7442958950996399,0.47431048863892733,mixed,bbbar,1
377,0.0027516717091202736,0.4823020398616791,0.01702471822500229,0.2189604789018631,1.0238841772079468,-0.04118889570236206,0.7090227007865906,0.020180435851216316,0.45370981097221375,4.520596504211426,1.7098064422607422,2.091276168823242,0.0,1.3006473779678345,0.6794214248657227,0.2015116661787033,0.0,0.3289821445941925,0.13296154886484146,0.044661182910203934,0.8690899610519409,0.869551392057211,uubar,qqbar,0
473,0.025425288826227188,0.11461968719959259,0.13195061683654785,0.09109961986541748,0.8783594369888306,-0.12660066783428192,0.2475670725107193,0.11507701873779297,0.11600633710622787,0.11967288702726364,3.1873302459716797,0.5185920000076294,0.15761613845825195,1.005395531654358,1.416308879852295,1.263900876045227,1.1203792095184326,0.5034587979316711,0.49558044970035553,0.09037088043987751,0.6647847294807434,-0.6887682649922053,uubar,qqbar,0
4196,0.01659935526549816,0.11020023375749588,0.03584358096122742,0.058253224939107895,0.8545159697532654,0.047067802399396896,0.21895554661750793,-0.07493449747562408,-0.04033806174993515,0.0,1.387244462966919,1.1570992469787598,0.0,2.3187294006347656,2.3702471256256104,0.5665886998176575,0.7252589464187622,0.5152327418327332,0.68938909471035,0.0857625100761652,0.6691673398017883,0.14322418672265044,mixed,bbbar,1
4060,0.010720200836658478,0.39881065487861633,0.07556211948394775,0.22540831565856934,0.6868653297424316,0.016032716259360313,0.42227333784103394,0.09886844456195831,0.30357420444488525,1.191759705543518,2.274970531463623,1.865509033203125,0.0,0.7415476441383362,0.20860230922698975,0.3274309039115906,0.07683394849300385,0.5800773501396179,0.18307431042194366,0.019590420182794333,0.8195893168449402,0.24533712315285722,mixed,bbbar,1
427,0.013957751914858818,0.2974758744239807,0.023782413452863693,0.12459956854581833,0.9237900972366333,0.0955255851149559,0.48715123534202576,-0.020478567108511925,0.24841223657131195,1.0095515251159668,2.5747733116149902,2.5312821865081787,0.809209406375885,0.36120444536209106,1.0019419193267822,0.8751652836799622,0.14538797736167908,0.464774489402771,0.3310149908065796,0.06100987829267979,0.7895650267601013,0.5143979491889722,ccbar,ccbar,0
4334,0.006213812623172998,0.07375259697437286,0.09648388624191284,0.09137554466724396,0.8306171894073486,0.03593873977661133,0.15319682657718658,-0.0804077535867691,-0.09959124773740768,0.0,1.050336480140686,0.4005701243877411,0.4857465624809265,2.981943130493164,1.8602913618087769,0.6084691882133484,1.3157063722610474,0.08449909090995789,0.6193502694368362,0.13894277438521385,0.6384447813034058,0.0423074395043152,mixed,bbbar,1
355,0.0005773395532742143,0.285020112991333,0.0276821069419384,0.09828183799982071,1.0065014362335205,0.011129007674753666,0.5203002095222473,0.0800180733203888,0.17412537336349487,0.2923738658428192,4.059737205505371,0.4296509325504303,2.2982177734375,1.6132826805114746,0.7870307564735413,0.4703313410282135,0.39090824127197266,0.3068079352378845,0.23025134950876236,0.06072705052793026,0.79410719871521,0.4136695222015923,uubar,qqbar,0
451,0.0023579804692417383,0.38808634877204895,0.02111019194126129,0.2760504186153412,0.9741605520248413,-0.025322914123535156,0.6032587289810181,0.02385503053665161,0.49426496028900146,2.3434231281280518,4.373520374298096,0.6580460071563721,0.0,0.0,1.1609278917312622,1.096777081489563,0.6734928488731384,0.0,0.17421692982316017,0.05816551297903061,0.8278661370277405,0.16507846977830987,uubar,qqbar,0
