,foxWolframR1,foxWolframR2,foxWolframR3,foxWolframR4,harmonicMomentThrust0,harmonicMomentThrust1,harmonicMomentThrust2,harmonicMomentThrust3,harmonicMomentThrust4,cleoConeThrust0,cleoConeThrust1,cleoConeThrust2,cleoConeThrust3,cleoConeThrust4,cleoConeThrust5,cleoConeThrust6,cleoConeThrust7,cleoConeThrust8,sphericity,aplanarity,thrust,thrustAxisCosTheta,sample,label,isBB
500,0.005644157063215971,0.24813497066497803,0.03429369628429413,0.20269030332565308,0.8364991545677185,0.0471450500190258,0.4049970507621765,0.013230166397988796,0.281816691160202,2.1039135456085205,1.6064496040344238,2.089402675628662,0.04349617660045624,0.0,0.8175599575042725,1.1478374004364014,1.041131854057312,0.0,0.31847450137138367,0.07687200978398323,0.7634677886962891,0.877981139636066,ccbar,ccbar,0
501,0.026042407378554344,0.3536037802696228,0.05778397247195244,0.18464528024196625,0.8516138195991516,0.005052185617387295,0.48131364583969116,0.1292790323495865,0.197942316532135,0.5222917795181274,2.0639781951904297,3.9207963943481445,0.3995538651943207,0.8231722712516785,0.40194573998451233,0.4849855303764343,0.07749735563993454,0.31547650694847107,0.19765184819698334,0.043837398290634155,0.8133803009986877,0.3370947412595381,ddbar,qqbar,0
502,0.003226896282285452,0.47357696294784546,0.03739381954073906,0.18057291209697723,0.9213811159133911,-0.03014056570827961,0.624465823173523,-0.019877532497048378,0.3512941002845764,1.1493167877197266,3.940232276916504,1.5648058652877808,1.3461804389953613,1.0494410991668701,0.07013438642024994,0.04147458076477051,0.13103599846363068,0.4551832675933838,0.18487340211868286,0.025944446213543415,0.8626688122749329,0.3597221431700535,ccbar,ccbar,0
503,0.0020675049163401127,0.6510160565376282,0.011751735582947731,0.449466347694397,0.992619514465332,0.008577080443501472,0.8008685111999512,0.03168592229485512,0.6584476232528687,4.312537670135498,3.6603009700775146,1.152762770652771,0.17086832225322723,0.20460383594036102,0.440490186214447,0.39269253611564636,0.16721908748149872,0.0,0.07103890925645828,0.015379716642200947,0.918670654296875,0.19006039476311595,uubar,qqbar,0
504,0.11810853332281113,0.11798785626888275,0.09684622287750244,0.1396838128566742,0.7634459137916565,-0.2526679039001465,0.20953239500522614,0.03903726488351822,-0.016219820827245712,0.0,0.9736686944961548,1.3110450506210327,0.6956732273101807,2.3242619037628174,0.6623217463493347,0.8746709227561951,1.1037483215332031,0.1315305382013321,0.6173650771379471,0.1991797238588333,0.6720428466796875,0.5513845191109505,uubar,qqbar,0
505,0.010683770291507244,0.24723556637763977,0.059597209095954895,0.17277371883392334,0.744347870349884,0.03411930799484253,0.36455023288726807,0.06916876137256622,0.18086831271648407,0.0,3.164832353591919,0.9566306471824646,1.800761342048645,0.0,0.5885798931121826,0.4315246641635895,0.6649841070175171,0.2675583064556122,0.27090103179216385,0.06448903866112232,0.7712303996086121,0.8205677242658785,ddbar,qqbar,0
506,0.001714009209536016,0.29314935207366943,0.04242831468582153,0.16225987672805786,0.9362967014312744,-0.028935473412275314,0.47831177711486816,-0.12599873542785645,0.24162524938583374,1.9603276252746582,1.5449503660202026,1.5970654487609863,1.9175989627838135,0.8772837519645691,0.11882441490888596,1.0760537385940552,0.0,0.813501238822937,0.27037087082862854,0.056989800184965134,0.7813172936439514,-0.41945331254858953,ccbar,ccbar,0
507,0.03157578408718109,0.5266278982162476,0.02435361221432686,0.37234732508659363,0.7687882781028748,-0.13259325921535492,0.5538488626480103,-0.03278415650129318,0.4379688501358032,2.744206428527832,2.6816351413726807,0.943689227104187,0.7568824291229248,0.10607412457466125,0.0,0.15727876126766205,0.24693496525287628,0.4967391788959503,0.14042992517352104,0.040281099267303944,0.8688468933105469,0.21820022469871966,ssbar,qqbar,0
508,0.011700531467795372,0.3103395998477936,0.06433175504207611,0.12396317720413208,0.8941022753715515,0.06515071541070938,0.4947876036167145,-0.07920002192258835,0.25014957785606384,2.1243770122528076,0.744889497756958,2.6090028285980225,2.036670446395874,0.2724486291408539,0.3129424452781677,0.4954812526702881,0.4349191188812256,0.4284753203392029,0.25400184094905853,0.11168524995446205,0.8013972640037537,0.3600058114397158,uubar,qqbar,0
509,0.0010163011029362679,0.3653993308544159,0.03629881516098976,0.11556880921125412,0.9660094380378723,-0.01212753914296627,0.5745638012886047,0.10572578758001328,0.24579568207263947,1.8937267065048218,2.478850841522217,1.8402849435806274,0.6409269571304321,2.506174087524414,0.34317588806152344,0.08385246992111206,0.4329608082771301,0.0,0.3756897300481796,0.07609643787145615,0.8354408740997314,-0.5354993123336801,ssbar,qqbar,0
